BMS	BRAEMAR SHIPPING SERVICES PLC	ORD 10P	GB0000600931	SHRS	Industrials	Industrial Goods & Services	02/12/2005	United Kingdom	GBX	£83.31	MAIN MARKET	Premium Equity Commercial Companies	SSQ3	SQQ3
BMT	BRAIME (T.F. & J.H.) (HOLDINGS) PLC	'A'NON.V ORD 25P	GB0001185270	SHRS	Industrials	Industrial Goods & Services	05/05/2000	United Kingdom	GBX	£13.58	AIM		ASX1	AIMP
BMTO	BRAIME (T.F. & J.H.) (HOLDINGS) PLC	ORD 25P	GB0001185056	SHRS	Industrials	Industrial Goods & Services	05/05/2000	United Kingdom	GBX	£7.68	AIM		ASX1	AIMP
BBSN	BRAVE BISON GROUP PLC	ORD 0.1P	GB00BF8HJ774	SHRS	Technology	Technology	12/11/2013	United Kingdom	GBX	£10.49	AIM		ASQ1	AMQ1
BRH	BRAVEHEART INVESTMENT GROUP PLC	ORD 2P	GB00B13XV322	SHRS	Financials	Financial Services	30/03/2007	United Kingdom	GBX	£4.33	AIM		ASX1	AIMP
BREE	BREEDON GROUP PLC	ORD NPV	JE00B2419D89	SHRS	Industrials	Construction & Materials	12/06/2008	Jersey	GBX	£1,227.44	AIM		ASQ1	AMQ1
BRW	BREWIN DOLPHIN HOLDINGS PLC	ORD 1P	GB0001765816	SHRS	Financials	Financial Services	08/07/2005	United Kingdom	GBX	£972.08	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
PIER	BRIGHTON PIER GROUP PLC (THE)	ORD 25P	GB00BG49KW66	SHRS	Consumer Services	Travel & Leisure	28/11/2013	United Kingdom	GBX	£35.31	AIM		ASQ1	AMQ1
BWRA	BRISTOL WATER PLC	8 3/4% CUM IRRD PRF #1	GB0001257988	SHRS			13/12/2004	United Kingdom	GBX	£19.38	MAIN MARKET	Standard Shares	SSQ3	SQS3
BWSA	BRISTOL & WEST PLC	PRF #1	GB0000510205	SHRS	Financials	Financial Services	13/12/2004	United Kingdom	GBX		MAIN MARKET	Standard Shares	SSQ3	SQS3
BAF	BRITISH & AMERICAN INVESTMENT TRUST PLC	ORD SHS #1	GB0000653112	SHRS	Financials	Financial Services	13/09/1999	United Kingdom	GBX	£21.25	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
BATS	BRITISH AMERICAN TOBACCO PLC	ORD 25P	GB0002875804	SHRS	Consumer Goods	Personal & Household Goods	24/11/2003	United Kingdom	GBX	£82,219.29	MAIN MARKET	Premium Equity Commercial Companies	SET1	FE10
BTEM	BRITISH EMPIRE TRUST PLC	ORD 10P	GB0001335081	SHRS	Financials	Financial Services	31/10/2003	United Kingdom	GBX	£854.89	MAIN MARKET	Premium Equity Closed Ended Investment Funds	STMM	F25F
BLND	BRITISH LAND COMPANY PLC	ORD 25P	GB0001367019	SHRS	Financials	Real Estate	23/09/1997	United Kingdom	GBX	£6,016.60	MAIN MARKET	Premium Equity Commercial Companies	SET1	FS10
BSC	BRITISH SMALLER COMPANIES VCT2 PLC	ORD 10P	GB0005001796	SHRS	Financials	Financial Services	22/09/2004	United Kingdom	GBX	£58.77	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
BSV	BRITISH SMALLER COMPANIES VCT PLC	ORD 10P	GB0001403152	SHRS	Financials	Financial Services	13/09/1999	United Kingdom	GBX	£80.72	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
BVIC	BRITVIC PLC	ORD 20P	GB00B0N8QD54	SHRS	Consumer Goods	Food & Beverage	19/06/2006	United Kingdom	GBX	£2,070.43	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
BRK	BROOKS MACDONALD GROUP PLC	ORD 1P	GB00B067N833	SHRS	Financials	Financial Services	21/03/2006	United Kingdom	GBX	£280.81	AIM		AMSM	ASM8
BWNG	BROWN (N) GROUP PLC	ORD 11 1/19P	GB00B1P6ZR11	SHRS	Consumer Services	Retail	22/02/2007	United Kingdom	GBX	£387.45	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC5
44GL	BRUNNER INVESTMENT TRUST PLC	5% CUM PRF STK	GB0001490449	SHRS	Financials	Financial Services	28/06/2002	United Kingdom	GBP	£40.50	MAIN MARKET	Standard Shares	SSX4	SXSN
BUT	BRUNNER INVESTMENT TRUST PLC	ORD 25P	GB0001490001	SHRS	Financials	Financial Services	08/07/2005	United Kingdom	GBX	£335.56	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
BSD	B.S.D CROWN LTD	ORD NIS0.01 (DI)	IL0010830219	SHRS	Technology	Technology	08/07/2005	Israel	GBX	£27.16	MAIN MARKET	Standard Shares	SSMU	SMEW
BTG	BTG PLC	ORD 10P	GB0001001592	SHRS	Health Care	Health Care	08/07/2005	United Kingdom	GBX	£2,134.92	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
BT.A	BT GROUP PLC	ORD 5P	GB0030913577	SHRS	Telecommunications	Telecommunications	13/01/2006	United Kingdom	GBX	£22,354.05	MAIN MARKET	Premium Equity Commercial Companies	SET1	FE10
BNZL	BUNZL PLC	ORD 32 1/7P	GB00B0744B38	SHRS	Industrials	Industrial Goods & Services	20/06/2005	United Kingdom	GBX	£8,115.68	MAIN MARKET	Premium Equity Commercial Companies	SET1	FS10
BRBY	BURBERRY GROUP PLC	ORD 0.05P	GB0031743007	SHRS	Consumer Goods	Personal & Household Goods	20/09/2002	United Kingdom	GBX	£8,288.59	MAIN MARKET	Premium Equity Commercial Companies	SET1	FS10
BUR	BURFORD CAPITAL LIMITED	ORD NPV	GG00B4L84979	SHRS	Financials	Financial Services	21/10/2009	Guernsey	GBX	£4,048.15	AIM		AMSM	ASM6
BMN	BUSHVELD MINERALS LIMITED	ORD 1P	GG00B4TM3943	SHRS	Basic Materials	Basic Resources	26/03/2012	Guernsey	GBX	£329.99	AIM		ASQ1	AMQ1
BYOT	BYOTROL PLC	ORDS 0.25P	GB00B0999995	SHRS	Basic Materials	Chemicals	20/06/2006	United Kingdom	GBX	£14.43	AIM		ASX1	AIMP
C4XD	C4X DISCOVERY HOLDINGS PLC	ORD 1P	GB00BQQ2RV18	SHRS	Health Care	Health Care	23/10/2014	United Kingdom	GBX	£43.61	AIM		ASQ1	AMQ1
CAB	CABOT ENERGY PLC	ORD 1P	GB00B0D47T64	SHRS	Oil & Gas	Oil & Gas	08/08/2005	United Kingdom	GBX	£15.56	AIM		ASQ1	AMQ1
KDNC	CADENCE MINERALS PLC	ORD 0.01P	GB00B067JC96	SHRS	Basic Materials	Basic Resources	24/03/2005	United Kingdom	GBX	£12.56	AIM		ASQ1	AMQ1
CAD	CADOGAN PETROLEUM PLC	ORD 3P	GB00B12WC938	SHRS	Oil & Gas	Oil & Gas	22/09/2008	United Kingdom	GBX	£18.27	MAIN MARKET	Standard Shares	SSX3	SQSL
78GL	CAFFYNS PLC	7% CUM 1ST PRF #1	GB0001615433	SHRS	Consumer Services	Retail	28/06/2002	United Kingdom	GBX		MAIN MARKET	Standard Shares	SSX4	SXSN
79GL	CAFFYNS PLC	11% CUM PRF #1	GB0001615540	SHRS	Consumer Services	Retail	28/06/2002	United Kingdom	GBX	£0.69	MAIN MARKET	Standard Shares	SSX4	SXSN
CFYN	CAFFYNS PLC	ORD 50P	GB0001615219	SHRS	Consumer Services	Retail	14/09/1999	United Kingdom	GBX	£11.45	MAIN MARKET	Premium Equity Commercial Companies	SSQ3	SQQ3
CNE	CAIRN ENERGY PLC	ORD 231/169P	GB00B74CDH82	SHRS	Oil & Gas	Oil & Gas	06/02/2012	United Kingdom	GBX	£1,371.18	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
CRN	CAIRN HOMES PLC	ORD EUR0.001	IE00BWY4ZF18	SHRS	Consumer Goods	Personal & Household Goods	13/06/2015	Ireland	EUR	£1,032.76	MAIN MARKET	Standard Shares	SSMU	SMEU
CBOX	CAKE BOX HOLDINGS PLC	ORD GBP0.01	GB00BDZWB751	SHRS	Consumer Services	Travel & Leisure	27/06/2018	United Kingdom	GBX	£70.80	AIM		ASQ1	AMQ1
CLC	CALCULUS VCT PLC	ORD 1P	GB00BYQPF348	SHRS	Financials	Financial Services	10/03/2016	United Kingdom	GBX	£10.21	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSX3	SQNC
CLCN	CALCULUS VCT PLC	ORD 1P RFD 01/03/2018	GB00BDFB4953	SHRS	Financials	Financial Services	21/12/2017	United Kingdom	GBX	£1.72	MAIN MARKET		SSX3	SQNC
CLDN	CALEDONIA INVESTMENTS PLC	ORD 5P	GB0001639920	SHRS	Financials	Financial Services	31/10/2003	United Kingdom	GBX	£1,536.62	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
CMCL	CALEDONIA MINING CORPORATION PLC	COM SHS NPV (DI)	JE00BF0XVB15	SHRS	Basic Materials	Basic Resources	27/06/2017	Jersey	GBX	£54.34	AIM		ASQ1	AMQ1
CNN	CALEDONIAN TRUST PLC	ORD 20P	GB0001628584	SHRS	Financials	Real Estate	02/06/2000	United Kingdom	GBX	£24.75	AIM		ASX1	AIMP
CMBN	CAMBIAN GROUP PLC	ORD 1P	GB00BKXNB024	SHRS	Health Care	Health Care	16/04/2014	United Kingdom	GBX	£360.11	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC5
TREE	CAMBIUM GLOBAL TIMBERLAND LIMITED	ORD NPV	JE00B1NNWQ21	SHRS	Basic Materials	Basic Resources	06/03/2007	Jersey	GBX	£8.42	AIM		ASX1	AIMP
CMB	CAMBRIA AFRICA PLC	ORD 0.01P	IM00B28CVH58	SHRS	Financials	Financial Services	11/12/2007	Isle of Man	GBX	£5.31	AIM		ASX1	AIMP
CAMB	CAMBRIA AUTOMOBILES PLC	ORD 10P	GB00B4R32X65	SHRS	Consumer Services	Retail	01/04/2010	United Kingdom	GBX	£53.50	AIM		ASQ1	AMQ1
COG	CAMBRIDGE COGNITION HOLDINGS PLC	ORD 1P	GB00B8DV9647	SHRS	Health Care	Health Care	18/04/2013	United Kingdom	GBX	£28.15	AIM		ASQ1	AMQ1
CAM	CAMELLIA PLC	ORD 10P	GB0001667087	SHRS	Consumer Goods	Food & Beverage	08/07/2005	United Kingdom	GBX	£264.60	AIM		AMSM	AS50
CGI	CANADIAN GENERAL INVESTMENTS, LD	COM NPV	CA1358251074	SHRS	Financials	Financial Services	23/12/2003	Canada	GBX	£316.05	MAIN MARKET	Standard Shares	SSQ3	SQS3
COPL	CANADIAN OVERSEAS PETROLEUM LIMITED	COM SHS NPV (DI)	CA13643D1078	SHRS	Oil & Gas	Oil & Gas	04/04/2014	Canada	GBX	£6.23	MAIN MARKET	Standard Shares	SSQ3	SQS3
CAPC	CAPITAL & COUNTIES PROPERTIES PLC	ORD 25P	GB00B62G9D36	SHRS	Financials	Real Estate	14/05/2010	United Kingdom	GBX	£2,265.70	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
CAPD	CAPITAL DRILLING LIMITED	COMM SHS USD0.0001 (DI)	BMG022411000	SHRS	Basic Materials	Basic Resources	07/06/2010	Bermuda	GBX	£52.97	MAIN MARKET	Premium Equity Commercial Companies	SSQ3	SQQ3
CGT	CAPITAL GEARING TRUST PLC	ORD 25P	GB0001738615	SHRS	Financials	Financial Services	14/09/1999	United Kingdom	GBX	£267.77	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
CAL	CAPITAL & REGIONAL PLC	ORD 1P	GB0001741544	SHRS	Financials	Real Estate	08/04/2004	United Kingdom	GBX	£310.99	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC5
CPI	CAPITA PLC	ORD 2.066666P	GB00B23K0M20	SHRS	Industrials	Industrial Goods & Services	17/09/2007	United Kingdom	GBX	£2,384.13	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
CPX	CAP-XX LIMITED	ORD NPV	AU0000XINAS1	SHRS	Industrials	Industrial Goods & Services	20/03/2007	Australia	GBX	£32.64	AIM		ASQ1	AMQ1
CIFR	CARADOR INCOME FUND PLC	REPURCHASE POOL SHS	IE00BDZ9YW28	SHRS	Financials	Financial Services	03/09/2018	Ireland	USD	£29.69	MAIN MARKET - SFS		SFM2	SFQQ
CIFU	CARADOR INCOME FUND PLC	ORD NPV (USD)	IE00B3D60Z08	SHRS	Financials	Financial Services	09/12/2008	Ireland	USD	£200.31	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
CAR	CARCLO PLC	ORD 5P	GB0001751915	SHRS	Basic Materials	Chemicals	13/11/2000	United Kingdom	GBX	£67.55	MAIN MARKET	Premium Equity Commercial Companies	SET3	ON15
CARD	CARD FACTORY PLC	ORD 1P	GB00BLY2F708	SHRS	Consumer Services	Retail	20/05/2014	United Kingdom	GBX	£676.27	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
CDFF	CARDIFF PROPERTY PLC	ORD 20P	GB0001754257	SHRS	Financials	Real Estate	14/09/1999	United Kingdom	GBX	£22.80	MAIN MARKET	Premium Equity Commercial Companies	SSQ3	SQQ3
CTH	CARETECH HOLDINGS PLC	ORD 0.5P	GB00B0KWHQ09	SHRS	Health Care	Health Care	13/03/2007	United Kingdom	GBX	£286.87	AIM		AMSM	AS50
CIHL	CARIBBEAN INVESTMENT HOLDINGS LIMITED	ORD NPV (DI)	BZP211481122	SHRS	Financials	Banks	31/10/2017	Belize	GBX	£18.41	AIM		ASX1	AIMP
CLLN	CARILLION PLC	ORD 50P	GB0007365546	SHRS	Industrials	Industrial Goods & Services	31/10/2003	United Kingdom	GBX	£0.00	MAIN MARKET		SET3	ON10
CCL	CARNIVAL PLC	ORD USD 1.66	GB0031215220	SHRS	Consumer Services	Travel & Leisure	22/04/2003	United Kingdom	GBX	£9,438.62	MAIN MARKET	Premium Equity Commercial Companies	SET1	FS10
CPR	CARPETRIGHT PLC	ORD 1P	GB0001772945	SHRS	Consumer Services	Retail	31/10/2003	United Kingdom	GBX	£66.23	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC6
CARR	CARR'S GROUP PLC	ORD 2.5P	GB00BRK01058	SHRS	Consumer Goods	Food & Beverage	14/01/2015	United Kingdom	GBX	£140.30	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC6
CASP	CASPIAN SUNRISE PLC	ORD 1P	GB00B1W0VW36	SHRS	Oil & Gas	Oil & Gas	22/05/2007	United Kingdom	GBX	£168.25	AIM		ASX1	AIMP
CGS	CASTINGS PLC	ORD 10P	GB0001795680	SHRS	Industrials	Industrial Goods & Services	02/12/2005	United Kingdom	GBX	£172.13	MAIN MARKET	Premium Equity Commercial Companies	SET3	ON15
CTP	CASTLETON TECHNOLOGY PLC	ORD 2P	GB00BYV2WV72	SHRS	Technology	Technology	23/10/2015	United Kingdom	GBX	£82.96	AIM		ASX1	AIMP
CMX	CATALYST MEDIA GROUP PLC	ORD 10P	GB00B282R334	SHRS	Consumer Services	Media	26/10/2007	United Kingdom	GBX	£18.40	AIM		ASX1	AIMP
CAT	CATCO REINSURANCE OPPORTUNITIES FUND LIMITED	ORD USD0.00013716 (DI)	BMG1961Q2095	SHRS	Financials	Financial Services	30/01/2015	Bermuda	USD	£175.70	MAIN MARKET - SFS		SFM2	SFQQ
CATC	CATCO REINSURANCE OPPORTUNITIES FUND LIMITED	C SHS USD0.0001 (DI)	BMG1961Q1592	SHRS	Financials	Financial Services	01/12/2017	Bermuda	USD	£423.44	MAIN MARKET - SFS		SFM2	SFQQ
CTEA	CATENAE INNOVATION PLC	ORD 0.1P	GB0033127910	SHRS	Consumer Services	Media	22/09/2005	United Kingdom	GBX	£1.97	AIM		ASX1	AIMP
CTI	CATHAY INTERNATIONAL HOLDINGS LD	COM SHS $0.05	BMG1965E1030	SHRS	Health Care	Health Care	20/03/2007	Bermuda	GBX	£33.47	MAIN MARKET	Premium Equity Commercial Companies	SSX3	SQNC
CCR	C&C GROUP PLC	ORD EUR0.01	IE00B010DT83	SHRS	Consumer Goods	Food & Beverage	08/07/2005	Ireland	EUR	£948.35	MAIN MARKET	Premium Equity Commercial Companies	SET3	ON5
CCJI	CC JAPAN INCOME & GROWTH TRUST PLC	ORD GBP0.01	GB00BYSRMH16	SHRS	Financials	Financial Services	15/12/2015	United Kingdom	GBX	£206.18	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
CLTV	CELLCAST PLC	ORD 1P	GB00B0GWFM68	SHRS	Consumer Services	Media	21/09/2005	United Kingdom	GBX	£1.40	AIM		ASX1	AIMP
CLL	CELLO HEALTH PLC	ORD 10P	GB00B0310763	SHRS	Health Care	Health Care	20/03/2007	United Kingdom	GBX	£141.36	AIM		ASX1	AIMP
CCP	CELTIC PLC	ORD 1P	GB0004339189	SHRS	Consumer Services	Travel & Leisure	22/12/2005	United Kingdom	GBX	£155.32	AIM		ASX1	AIMP
CCPA	CELTIC PLC	6% CNV CUM PRF 60P	GB0004339296	SHRS	Consumer Services	Travel & Leisure	22/12/2005	United Kingdom	GBX	£23.05	AIM		ASX1	AIMP
CCPC	CELTIC PLC	CNV PFD ORD 100P	GB0030639925	SHRS	Consumer Services	Travel & Leisure	21/09/2006	United Kingdom	GBX	£41.30	AIM		ASX1	AIMP
CNKS	CENKOS SECURITIES PLC	ORD 1P	GB00B1FLHR07	SHRS	Financials	Financial Services	16/12/2008	United Kingdom	GBX	£43.97	AIM		ASQ1	AMQ1
CEY	CENTAMIN PLC	ORD NPV (DI)	JE00B5TT1872	SHRS	Basic Materials	Basic Resources	30/12/2011	Jersey	GBX	£1,226.32	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
CAU	CENTAUR MEDIA PLC	ORD 10P	GB0034291418	SHRS	Consumer Services	Media	08/07/2005	United Kingdom	GBX	£55.76	MAIN MARKET	Premium Equity Commercial Companies	SET3	ON15
CAML	CENTRAL ASIA METALS PLC	ORD USD0.01	GB00B67KBV28	SHRS	Basic Materials	Basic Resources	30/09/2010	United Kingdom	GBX	£419.73	AIM		AMSM	AS50
CNIC	CENTRALNIC GROUP PLC	ORD 0.1P	GB00BCCW4X83	SHRS	Technology	Technology	02/09/2013	United Kingdom	GBX	£88.74	AIM		ASQ1	AMQ1
CNA	CENTRICA PLC	ORD 6 14/81P	GB00B033F229	SHRS	Utilities	Utilities	25/10/2004	United Kingdom	GBX	£8,740.55	MAIN MARKET	Premium Equity Commercial Companies	SET1	FS10
CEPS	CEPS PLC	ORD 10P	GB00B86TNX04	SHRS	Industrials	Industrial Goods & Services	11/06/2013	United Kingdom	GBX	£5.10	AIM		ASX1	AIMP
CWR	CERES POWER HOLDINGS PLC	ORD 10P	GB00BG5KQW09	SHRS	Oil & Gas	Oil & Gas	07/08/2018	United Kingdom	GBX	£244.43	AIM		AMSM	ASM6
CER	CERILLION PLC	ORD 0.5P	GB00BYYX6C66	SHRS	Technology	Technology	18/03/2016	United Kingdom	GBX	£48.84	AIM		ASQ1	AMQ1
CGH	CHAARAT GOLD HOLDINGS LTD	ORD USD0.01 (DI)	VGG203461055	SHRS	Basic Materials	Basic Resources	08/11/2007	British Virgin Islands	GBX	£89.75	AIM		AMSM	ASM7
CGLO	CHAGALA GROUP LIMITED	ORD USD0.40 (DI)	VG1574371129	SHRS	Financials	Real Estate	18/11/2015	British Virgin Islands	USD	£82.82	MAIN MARKET	Standard Shares	SSQ3	SQS3
CHAL	CHALLENGER ACQUISITIONS LIMITED	ORD GBP0.01	GG00BV0LCK35	SHRS	Financials	Financial Services	19/02/2015	Guernsey	GBX	£0.51	MAIN MARKET	Standard Shares	SSQ3	SQS3
CMH	CHAMBERLIN PLC	ORD 25P	GB0001870228	SHRS	Industrials	Industrial Goods & Services	20/03/2007	United Kingdom	GBX	£5.73	AIM		ASQ1	AMQ1
CCT	CHARACTER GROUP PLC	ORD 5P	GB0008976119	SHRS	Consumer Goods	Personal & Household Goods	30/12/2005	United Kingdom	GBX	£106.10	AIM		ASQ1	AMQ1
CHAR	CHARIOT OIL & GAS LIMITED	ORD 1P	GG00B2R9PM06	SHRS	Oil & Gas	Oil & Gas	16/09/2008	Guernsey	GBX	£30.14	AIM		AMSM	ASM6
CAY	CHARLES STANLEY GROUP PLC	ORD 25P	GB0006556046	SHRS	Financials	Financial Services	08/07/2005	United Kingdom	GBX	£185.28	MAIN MARKET	Premium Equity Commercial Companies	SET3	ON15
CTR	CHARLES TAYLOR PLC	ORD 1P	GB0001883718	SHRS	Industrials	Industrial Goods & Services	02/12/2005	United Kingdom	GBX	£202.87	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC6
CCFS	CHARTER COURT FINANCIAL SERVICES GROUP PLC	ORD 1P	GB00BD822578	SHRS	Financials	Financial Services	29/09/2017	United Kingdom	GBX	£801.24	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
CGW	CHELVERTON GROWTH TRUST PLC	ORD 1P	GB0002621349	SHRS	Financials	Financial Services	10/08/2001	United Kingdom	GBX	£3.09	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
SDV	CHELVERTON UK DIVIDEND TRUST PLC	ORD 25P	GB0006615826	SHRS	Financials	Financial Services	13/09/1999	United Kingdom	GBX	£43.68	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
BC88	CHEMRING GROUP PLC	7% CUM PRF #1	GB0001904845	SHRS	Industrials	Industrial Goods & Services	28/06/2002	United Kingdom	GBX		MAIN MARKET	Standard Shares	SSX4	SXSN
CHG	CHEMRING GROUP PLC	ORD 1P	GB00B45C9X44	SHRS	Industrials	Industrial Goods & Services	28/03/2011	United Kingdom	GBX	£601.77	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC5
CCSL	CHENAVARI CAPITAL SOLUTIONS LIMITED	RED ORD NPV	GG00BD49J843	SHRS			03/09/2018	Guernsey	GBX	£49.19	MAIN MARKET - SFS		SFM2	SFQQ
TORO	CHENAVARI TORO INCOME FUND LIMITED	EUR SHS NPV	GG00BWBSDM98	SHRS	Financials	Financial Services	08/05/2015	Guernsey	EUR	£227.11	MAIN MARKET - SFS		SFM2	SFQQ
CSN	CHESNARA PLC	ORD 5P	GB00B00FPT80	SHRS	Financials	Insurance	08/07/2005	United Kingdom	GBX	£532.01	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC5
CHF	CHESTERFIELD RESOURCES PLC	ORD 0.1P	GB00BF2F1X78	SHRS	Financials	Financial Services	29/08/2017	United Kingdom	GBX	£3.87	MAIN MARKET	Standard Shares	SSQ3	SQS3
CNEL	CHINA NEW ENERGY LIMITED	ORD 0.025P	JE00B3RWLF12	SHRS	Oil & Gas	Oil & Gas	23/05/2011	Jersey	GBX	£5.78	AIM		ASQ1	AMQ1
CNG	CHINA NONFERROUS GOLD LIMITED	ORD USD0.0001 (DI)	KYG215771042	SHRS	Basic Materials	Basic Resources	22/11/2013	Cayman Islands	GBX	£15.68	AIM		AMSM	ASM8
CTG	CHRISTIE GROUP PLC	ORD 2P	GB0001953156	SHRS	Industrials	Industrial Goods & Services	21/03/2006	United Kingdom	GBX	£31.04	AIM		ASX1	AIMP
CYS	CHRYSALIS VCT PLC	ORD 1P	GB0030348683	SHRS	Financials	Financial Services	29/09/2004	United Kingdom	GBX	£18.36	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
CHH	CHURCHILL CHINA PLC	ORD 10P	GB0001961035	SHRS	Consumer Goods	Personal & Household Goods	22/04/2003	United Kingdom	GBX	£125.10	AIM		ASX1	AIMP
CINE	CINEWORLD GROUP PLC	ORD 1P	GB00B15FWH70	SHRS	Consumer Services	Travel & Leisure	02/05/2007	United Kingdom	GBX	£4,327.16	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
CIP	CIP MERCHANT CAPITAL LIMITED	ORD NPV	GG00BF8NW879	SHRS	Financials	Financial Services	22/12/2017	Guernsey	GBX	£48.40	AIM		ASQ1	AMQ1
CIR	CIRCASSIA PHARMACEUTICALS PLC	ORD 0.08P	GB00BJVD3B28	SHRS	Health Care	Health Care	18/03/2014	United Kingdom	GBX	£265.06	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC5
CRC	CIRCLE PROPERTY PLC	ORD NPV	JE00BYP0CK63	SHRS	Financials	Real Estate	16/02/2016	Jersey	GBX	£57.44	AIM		ASQ1	AMQ1
CMHY	CITY MERCHANTS HIGH YIELD TRUST LIMITED	ORD NPV	JE00B6RMDP68	SHRS	Financials	Financial Services	02/04/2012	Jersey	GBX	£184.64	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
CYN	CITY NATURAL RESOURCES HIGH YIELD TRUST PLC	ORD 25P	GB0000353929	SHRS	Financials	Financial Services	18/12/2007	United Kingdom	GBX	£71.40	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SET3	ON15
CIN	CITY OF LONDON GROUP PLC	ORD 2P	GB00BD9GS058	SHRS	Financials	Financial Services	03/10/2017	United Kingdom	GBX	£37.97	AIM		ASQ1	AMQ1
CLIG	CITY OF LONDON INVESTMENT GROUP PLC	ORD 1P	GB00B104RS51	SHRS	Financials	Financial Services	19/12/2006	United Kingdom	GBX	£108.08	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC5
BA47	CITY OF LONDON INVESTMENT TRUST PLC	PFD ORD STK(14% NON-CUM)#1	GB0001990059	SHRS	Financials	Financial Services	28/06/2002	United Kingdom	GBX	£2.12	MAIN MARKET	Standard Shares	SSX4	SXSN
BA69	CITY OF LONDON INVESTMENT TRUST PLC	4.2% CUM 1ST PRF STK	GB0001990612	SHRS	Financials	Financial Services	28/06/2002	United Kingdom	GBP	£26.56	MAIN MARKET	Standard Shares	SSX4	SXSN
CTY	CITY OF LONDON INVESTMENT TRUST PLC	ORD 25P	GB0001990497	SHRS	Financials	Financial Services	31/10/2003	United Kingdom	GBX	£1,512.98	MAIN MARKET	Premium Equity Closed Ended Investment Funds	STMM	F25F
CTYA	CITY OF LONDON INVESTMENT TRUST PLC	4.2% NON-CUM 2ND PRF STK #1	GB0001990836	SHRS	Financials	Financial Services	28/06/2002	United Kingdom	GBX	£0.48	MAIN MARKET	Standard Shares	SSX4	SXSN
CPC	CITY PUB GROUP PLC (THE)	ORD 50P	GB00BYWRS683	SHRS	Consumer Services	Travel & Leisure	23/11/2017	United Kingdom	GBX	£132.16	AIM		ASQ1	AMQ1
CSH	CIVITAS SOCIAL HOUSING PLC	ORD 1P	GB00BD8HBD32	SHRS	Financials	Real Estate	18/11/2016	United Kingdom	GBX	£385.00	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
CSHC	CIVITAS SOCIAL HOUSING PLC	C SHS 1P	GB00BDZZT368	SHRS	Financials	Real Estate	14/11/2017	United Kingdom	GBX		MAIN MARKET	Standard Shares	SSMU	SMEU
CTO	CLARKE (T.) PLC	ORD 10P	GB0002015021	SHRS	Industrials	Construction & Materials	02/12/2005	United Kingdom	GBX	£34.13	MAIN MARKET	Premium Equity Commercial Companies	SET3	ON10
CKN	CLARKSON PLC	ORD 25P	GB0002018363	SHRS	Industrials	Industrial Goods & Services	08/07/2005	United Kingdom	GBX	£818.61	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
CLP	CLEAR LEISURE PLC	ORD 0.25P	GB00B50P5B53	SHRS	Financials	Financial Services	16/06/2010	United Kingdom	GBX	£3.46	AIM		ASX1	AIMP
CLSU	CLEARSTAR INC.	ORD USD0.0001 (DI)	KYG2294M1134	SHRS	Technology	Technology	14/07/2015	Cayman Islands	GBX	£29.95	AIM		ASQ1	AMQ1
